78.11400,77.87200,77.61800
78.07400,77.84100,77.58500
78.05600,77.81200,77.56000
78.02100,77.76800,77.51900
77.99700,77.75100,77.49100
77.95500,77.71200,77.46900
77.93200,77.68500,77.44700
77.90700,77.64000,77.40900
77.85800,77.60100,77.38000
77.83400,77.56600,77.35100
77.81900,77.53600,77.32200
77.76600,77.49200,77.29400
77.69000,77.45700,77.25500
77.68500,77.42200,77.22300
77.64800,77.39200,77.19400
77.62500,77.36700,77.17300
77.59100,77.33700,77.14700
77.57000,77.29900,77.13800
77.55400,77.27500,77.11900
77.52700,77.25200,77.09200
77.47100,77.22000,77.06300
77.41700,77.18400,77.04100
77.41300,77.16000,77.01500
77.39000,77.12700,76.97400
77.36400,77.10300,76.95000
77.32500,77.07400,76.91100
77.30200,77.03600,76.87400
77.27400,77.00300,76.84300
77.23300,76.97600,76.80600
77.21400,76.93800,76.78000
77.17900,76.92300,76.74300
77.15500,76.88800,76.71300
77.12200,76.85500,76.66400
77.09300,76.83900,76.64300
77.05900,76.80700,76.59600
77.02500,76.77200,76.56400
77.00200,76.73900,76.53000
76.96400,76.72200,76.48800
76.94500,76.70100,76.47000
76.90700,76.66300,76.43200
76.87100,76.62800,76.40500
76.83300,76.59400,76.37700
76.81400,76.56700,76.34200
76.77100,76.53900,76.30400
76.75400,76.51000,76.26300
76.72200,76.47700,76.24300
76.68800,76.45400,76.21000
76.65200,76.41700,76.19200
76.62100,76.38800,76.14700
76.60500,76.38000,76.13900
76.56500,76.33400,76.11000
76.52200,76.30200,76.07500
76.51500,76.28300,76.05500
76.47000,76.24500,76.02000
76.44900,76.22100,76.00200
76.42300,76.19900,75.98500
76.36700,76.14700,75.93900
76.35800,76.13700,75.92500
76.31900,76.10200,75.90800
76.28400,76.07500,75.86600
76.26000,76.04600,75.83800
76.22700,76.00900,75.79700
76.19700,75.99100,75.78600
76.16300,75.95300,75.75400
76.13400,75.92600,75.72300
76.11000,75.91100,75.70200
76.07800,75.87400,75.68200
76.04800,75.83000,75.63100
76.02900,75.81500,75.61800
75.98100,75.78000,75.57700
75.96200,75.74900,75.56100
75.92800,75.71400,75.52900
75.89500,75.69000,75.50300
75.87600,75.66700,75.47300
75.84600,75.64100,75.44600
75.81500,75.60700,75.41100
75.77900,75.58200,75.38500
75.73700,75.53600,75.35400
75.73100,75.51600,75.32000
75.70400,75.50000,75.30800
75.66600,75.45800,75.27200
75.64500,75.40700,75.24000
75.61500,75.40300,75.22100
75.58400,75.36500,75.19700
75.55500,75.34500,75.16000
75.51700,75.30400,75.12600
75.50300,75.27900,75.10200
75.46900,75.26300,75.08300
75.45700,75.23100,75.05500
75.42600,75.20400,75.03900
75.38900,75.16100,74.99800
75.34300,75.13900,74.96300
75.34200,75.12600,74.96100
75.29800,75.08000,74.91000
75.15100,75.06100,74.88900
75.09100,75.02800,74.85200
75.11800,75.00100,74.82700
75.12500,74.97200,74.79500
75.12500,74.93700,74.76100
75.10700,74.92000,74.73900
75.08800,74.86900,74.70200
75.06200,74.84700,74.67900
75.03500,74.82400,74.65300
75.02100,74.80100,74.63100
75.00100,74.77200,74.60900
74.97100,74.74400,74.57600
74.94100,74.70900,74.54500
74.91400,74.68800,74.51100
74.90000,74.66500,74.50700
74.85000,74.62600,74.45300
74.83800,74.59800,74.42000
74.80800,74.57100,74.40600
74.78000,74.54200,74.37300
74.74800,74.51500,74.34800
74.72800,74.49000,74.31900
74.69200,74.47300,74.27800
74.66200,74.44000,74.23900
74.63500,74.40500,74.21300
74.61800,74.40100,74.19900
74.60000,74.36500,74.18400
74.55800,74.33400,74.15100
74.53300,74.30500,74.11700
74.50700,74.28000,74.10200
74.48700,74.25800,74.07200
74.45500,74.23200,74.03300
74.42900,74.21200,74.02700
74.39800,74.17500,73.99600
74.36200,74.14900,73.96200
74.33400,74.11700,73.93600
74.31300,74.08400,73.90600
74.29400,74.06500,73.89300
74.27200,74.04100,73.86500
74.24000,74.01300,73.81400
74.20700,73.98700,73.79200
74.18400,73.96500,73.76800
74.17000,73.94900,73.74500
74.12800,73.89900,73.70500
74.10100,73.88100,73.68500
74.08500,73.85300,73.65100
74.04900,73.80900,73.61400
74.02100,73.79700,73.58900
73.99800,73.75900,73.55900
73.98600,73.74700,73.54500
73.94800,73.71900,73.51100
73.91700,73.68100,73.48700
73.90300,73.65400,73.46300
73.80500,73.63200,73.42600
73.79000,73.59900,73.41300
73.77500,73.57600,73.39000
73.77200,73.54900,73.36300
73.74500,73.52900,73.33800
73.73900,73.50400,73.31200
73.70200,73.46800,73.29100
73.68000,73.44100,73.25800
73.65600,73.41800,73.22900
73.63000,73.38500,73.20400
73.61300,73.36300,73.18300
73.57300,73.33200,73.14800
73.56000,73.30900,73.12600
73.53000,73.27600,73.09700
73.50600,73.25900,73.07600
73.46900,73.21900,73.03200
73.44800,73.19600,73.00200
73.43000,73.17200,72.98600
73.38500,73.12600,72.93600
73.37700,73.11800,72.93200
73.34500,73.09000,72.89700
73.32000,73.06300,72.88100
73.28900,73.04300,72.85500
73.27100,73.01700,72.81500
73.25100,72.98100,72.79600
73.21800,72.95700,72.77200
73.19100,72.93000,72.74800
73.16600,72.90500,72.71600
73.13700,72.87900,72.69100
73.11400,72.84300,72.66200
73.09700,72.82600,72.64500
73.07300,72.79600,72.61400
73.03200,72.77300,72.57400
73.01500,72.75000,72.56200
72.99200,72.73000,72.54300
72.95600,72.68600,72.52000
72.92900,72.67800,72.49500
72.90800,72.64100,72.47700
72.87700,72.60900,72.43300
72.84600,72.58900,72.40800
72.83600,72.56400,72.38500
72.79800,72.54100,72.35900
72.77000,72.50200,72.32700
72.75400,72.48800,72.30100
72.74500,72.46700,72.28800
72.70700,72.44000,72.26200
72.67700,72.42200,72.23700
72.64700,72.37400,72.21500
72.62800,72.35500,72.18100
72.61100,72.34300,72.17000
72.58100,72.31500,72.13000
72.55500,72.29400,72.10800
72.52600,72.25700,72.08000
72.50100,72.23300,72.05200
72.47600,72.20900,72.03300
72.45600,72.17800,72.00600
72.43700,72.15700,71.98500
72.40500,72.12900,71.94300
72.37500,72.11100,71.93300
72.36000,72.08300,71.90000
72.33700,72.04700,71.86600
72.30400,72.02400,71.83900
72.29400,72.00800,71.81100
72.23500,71.97600,71.77200
72.20400,71.95700,71.75600
72.19100,71.92700,71.71500
72.17300,71.90300,71.68900
