23.56800,23.47600,23.40400
23.56700,23.47100,23.38700
23.57300,23.46700,23.38700
23.57400,23.47700,23.39700
23.57100,23.47100,23.40100
23.57700,23.48400,23.40600
23.57500,23.47600,23.39600
23.57000,23.48000,23.40300
23.58200,23.47900,23.40700
23.56800,23.46500,23.39100
23.57600,23.47900,23.39900
23.57200,23.47900,23.39500
23.56600,23.48300,23.40100
23.56700,23.48000,23.41000
23.57500,23.47900,23.38900
23.56800,23.46800,23.38700
23.57300,23.46900,23.39800
23.57700,23.47500,23.39900
23.57400,23.48700,23.39800
23.56900,23.46700,23.38700
23.57700,23.47100,23.38800
23.56800,23.46600,23.38700
23.57100,23.46800,23.39100
23.55900,23.45900,23.38000
23.56300,23.47400,23.38900
23.55200,23.47000,23.39000
23.56300,23.47400,23.39600
23.57200,23.47600,23.39500
23.56300,23.46600,23.39100
23.55900,23.46800,23.38300
23.57200,23.47400,23.38100
23.57500,23.47400,23.39500
23.56400,23.48600,23.40000
23.56500,23.47000,23.39300
23.56800,23.46100,23.38600
23.56900,23.47500,23.39700
23.56500,23.47500,23.39400
23.57700,23.48000,23.40200
23.56200,23.47200,23.39700
23.56700,23.47100,23.39900
23.56400,23.48000,23.40800
23.55700,23.46600,23.39000
23.57400,23.46900,23.40300
23.56800,23.48100,23.39700
23.56400,23.47600,23.38400
23.57400,23.47800,23.40800
23.56500,23.47000,23.39700
23.56600,23.47900,23.39700
23.57200,23.46300,23.39300
23.55500,23.47800,23.39000
23.57500,23.48000,23.39500
23.57100,23.47700,23.38800
23.56400,23.46600,23.39200
23.56700,23.47300,23.39800
23.57900,23.47800,23.40300
23.56500,23.47100,23.39400
23.56500,23.46400,23.39700
23.56500,23.46500,23.39000
23.56700,23.47100,23.39500
23.56800,23.47200,23.39900
23.57600,23.48300,23.40400
23.56300,23.47200,23.38500
23.56000,23.46500,23.39400
23.55800,23.47200,23.39200
23.56800,23.47200,23.40300
23.56300,23.46900,23.39000
23.56600,23.46400,23.39100
23.56600,23.47000,23.39500
23.56000,23.47000,23.40100
23.55500,23.47000,23.39800
23.55600,23.45800,23.39500
23.55500,23.46100,23.39900
23.57300,23.47600,23.39400
23.55300,23.47500,23.39100
23.55900,23.47000,23.39900
23.56400,23.47000,23.40000
23.55400,23.46400,23.38900
23.56300,23.47100,23.39800
23.56500,23.47300,23.40700
23.55600,23.46000,23.38800
23.55800,23.46800,23.38600
23.56700,23.47400,23.40200
23.56000,23.47300,23.41100
